prot_ID	Abund_amolpercell
P23577	0.860536470028961
P23230	0.739457356745399
Q00471	0.413816421550176
P12154	2.3261284951159
P07891	0.330617940649781
P22666	2.08316687018369
P37255	2.2964893112502
P48268	1.11028266961429
Q08363	0.281219198650109
P09144	1.95981863303007
P00877	5.52113592672406
P26526	5.07079515004467
Q8HTL5	0.78166430473974
O63075	0.200980123947576
P06007	1.86138823273469
P10898	2.3548920436768
Q00914	2.71029775730263
P08739	0.163416277111361
Cre-1.g000035.t1.p1	0.0914760519120055
Cre-1.g2716952.t1.p1	0.178070086032094
Cre-1.g2716955.t1.p1	0.267236333270862
Cre-1.g2716962.t1.p1	0.0677715156781205
Cre-1.g2716973.t1.p1	0.249907951627972
Cre-1.g2716979.t1.p1	0.703294126595917
Cre-1.g2716987.t1.p1	0.99125802216822
Cre-1.g2716992.t1.p1	0.0500426603820413
Cre-1.g2716993.t1.p1	0.0386697744982411
Cre-1.g2716997.t1.p1	0.321952164127459
Cre-1.g2716998.t1.p1	0.0341706615607277
Cre-1.g2717001.t1.p1	0.371686991947917
Cre-1.g2717004.t1.p1	0.0404156781507184
Cre-1.g2717005.t1.p1	0.149658345015006
Cre-1.g2717006.t1.p1	0.249819131279883
Cre-1.g2717007.t1.p1	0.411858585308971
Cre-1.g2717008.t1.p1	0.0709514520165458
Cre-1.g2717009.t1.p1	0.151314890947861
Cre-1.g2717010.t1.p1	0.315282539621542
Cre-1.g2717012.t1.p1	0.283270661240707
Cre-1.g2717015.t1.p1	0.0668407836399242
Cre-1.g2717036.t1.p1	0.542187094015798
Cre-1.g2717050.t1.p1	0.0284982332534042
Cre-1.g2717054.t1.p1	0.325951249355739
Cre-1.g2717055.t1.p1	0.254661591479235
Cre-1.g2717056.t1.p1	0.319928137508203
Cre-1.g2717057.t1.p1	0.370073211326846
Cre-1.g2717058.t1.p1	0.365490092713892
Cre-1.g2717059.t1.p1	0.216904459091372
Cre-2.g801495.t1.p1	0.907428940326542
A0A2K3E4N1	0.180427636837151
A0A2K3E4Q3	0.0881285353950846
A0A2K3E4N7	0.114077362234791
A0A2K3E4Q0	0.0294599703542421
A8JD56	0.225659393364929
A8JD64	0.429887301424866
A0A2K3E4U8	0.0546003481745233
A0A2K3E4T1	0.42741760092727
A8JG07	0.104405454713243
A0A2K3E4X9	0.04670127424879
A0A2K3E4Y0	0.136901105951563
A8JG03	0.307213168655456
A0A2K3E4Y8	0.121958726230548
A8JFZ4	0.197933733410671
A8JFZ2	0.259375757268364
A8JFY9	0.124170652373741
A0A2K3E513	0.0898515922000965
A0A2K3E592	0.0917649486411427
A0A2K3E565	0.0334639887329723
A8JCW1	0.117293139233622
A8HP72	0.297624576932259
A8HP84	3.46004005134073
A8HP90	0.904930776604439
A0A2K3E5K9	0.0367094125159676
A0A2K3E5K0	0.060837568637949
A0A2K3E5I4	0.163771371899402
A0A2K3E5I9	0.0542958952660701
A0A2K3E5J0	0.0125115077490122
A8HPF4	0.709209880203057
A0A2K3E5T6	0.0745588553006034
A8HPG8	0.108484489683039
A8HPI1	0.158319827448369
A8HPJ2	0.309533747545446
A0A2K3E5R0	0.0386667322796166
A0A2K3E5Q8	0.0385522720534403
A0A2K3E5V6	0.178722383384879
A0A2K3E5S1	0.239608475537468
A0A2K3E5R9	0.0340033919923283
A8HPM8	0.352012498765846
A0A2K3E5T9	0.0313753532392846
Q8RVB8	0.174755526524832
A8HPS2	0.241601537585691
A0A2K3E613	0.201168883411303
A0A2K3E626	0.143079789498316
A8HPU2	0.10619068481497
A0A2K3E651	0.122625227231378
A0A2K3E625	0.342838717226396
A0A2K3E652	0.052750844628765
A0A2K3E673	0.0881480883451721
A8HQ21	0.20243494105564
A0A2K3E6B3	0.0545244991052966
A8HQ72	0.101910316474813
A0A2K3E6E9	0.127546466249778
A8HQ77	0.0752967127505389
A8HQ81	1.10687548540227
A0A2K3E6G3	0.0525789244595624
A8HQ97	0.0629587215415276
A8HQA9	0.0265385475896002
A0A2K3E6J5	0.509755690713893
Q5S7Y5	0.183056881691493
A0A2K3E6M5	0.0441271581442721
A0A2K3E6N4	0.0350361706227657
A0A2K3E6L7	0.198802131036394
