ProteinId	UVM4_1	UVM4_2	UVM4_3	Stop1_1	Stop1_2	Stop1_3	Stop12_1	Stop12_2	Stop12_3	HA5_1	HA5_2	HA5_3	HA11_1	HA11_2	HA11_3	Synonyms
Cre02.g108900.t1.2	0.0340086647796747	0.0355489563667325	0.0554932993432062	0.0449765191903912	0.0307807073408683	0.0290246976973534	0.0400418895656869	0.0163827376492174	0.0468739155790184	0.0393492933320237	0.0500137863775096	0.0384297358082034	0.0609568537601675	0.0497661356813529	0.0709001390250279	CAM6
Cre09.g400650.t1.2	1.4643812543373	1.46569848787218	1.43654769358012	1.62013707411825	1.74389491426535	1.73581569726184	1.46020006852353	1.44432069841938	1.49701261105416	1.54959075242916	1.60338018264767	1.59699818214965	1.57990347257566	1.54325728965486	1.52443798644363	RPS6
Cre06.g273700.t1.2	0.190092229030825	0.17640913401657	0.168081676229415	0.309674622199765	0.345566773818487	0.181598132505116	0.289574885675703	0.19431854564318	0.200774304939312	0.205068890967847	0.206679458191371	0.185713958445019	0.184724955726222	0.172755905671525	0.178450252227689	HCF136
Cre02.g085950.t1.2	0.102208014718315	0.0858750028772369	0.0969366634755656	0.0896179523528696	0.0520689882663927	0.0808510991427938	0.0822746836098122	0.0799639451989078	0.0879123051507838	0.0964438009629257	0.0972746723318776	0.0933436412002176	0.0721002007155766	0.099992898381732	0.0894798389506136	
Cre17.g734548.t1.1	0.0933343496331854	0.224014359820933	0.114655840240449	0.116406113174989	0.102077759988163	0.135534165411371	0.0860496308654121	0.134944344197213	0.109760731987928	0.11637648500335	0.142276617869916	0.110144881304459	0.0969349905079445	0.171633453554369	0.0798354323309985	PPD2
Cre09.g410700.t1.2	0.326150253307741	0.320057234426707	0.314075015127157	0.385923717803831	0.313260146277989	0.445356726232728	0.389817345861986	0.350439528195936	0.444094918968182	0.372263145372864	0.387376349654698	0.397033641461454	0.375449247263514	0.366681831343512	0.376995406829761	MDN5
Cre09.g412100.t1.2	4.18707038825713	4.49471264812993	5.05579603164824	4.56343765583234	4.82248141848465	4.60257454787741	3.97685947485669	2.95993158286608	3.58386863246232	4.62281468952817	4.80880190201453	3.0926740637906	4.79760193119696	3.95882398666885	4.10475036627197	PSAF
Cre07.g341850.t1.2	0.0175182775051037	0.0157094928480475	0.0124959920376884			0.0201467704660935	0.0106741809660179	0.0154324199220478				0.0195453284512712	0.0151609865204964	0.0196687759103036		INFB
Cre17.g701650.t1.2	1.80001969444742	1.88618790931861	1.77561296350816	1.88925984735376	1.96378914247027	2.1054901375735	1.68607626539709	1.85220561244896	1.87905899703864	1.93157638270434	1.97552038909794	2.00077189203573	1.98234729231933	1.96961487612312	1.97553478646169	RPL27
Cre02.g102250.t1.2	1.5271813700588	1.68702935255501	1.71161074448637	1.79212804234257	1.76632826296394	1.79497276154028	1.7709494871971	1.60493370868514	1.75828695129694	1.82059674940336	1.90762233489134	1.78815484335027	1.8823367932513	1.73533665672436	1.76184112704329	RPS3
Cre09.g393200.t1.2	7.11020743900567	6.64161947649874	6.7007488837473	7.15280686991094	8.64718248794342	6.61334145991984	5.61907148195945	4.34354148399054	5.05785845536757	7.73965105338528	7.53360364064582	7.20157457879488	6.96318806474039	6.79805465988541	7.44613312816615	HSP70C
Cre12.g495850.t1.2	0.216170700399422	0.196808603745816	0.241942968202092	0.195901471188617	0.162023080767396	0.182795340851261	0.182407544933855	0.154668290838252	0.171007233823849	0.184437607452933	0.2121419848638	0.204081402572892	0.170517953501674	0.149512003768987	0.198355866602875	HBD1
Cre07.g340200.t1.1	0.169031048460968	0.185794522647384	0.168709432220179	0.167663222279438	0.244143741062252	0.101451941484658	0.151922713745882	0.170841514895292	0.143386754329219	0.156024691475507	0.182284380196481	0.131646983137481	0.162647678469686	0.192639786800501	0.219338532943052	PGRL1
Cre01.g054500.t1.2	0.480150760326799	0.50025471865921	0.554729379540467	0.556660366166687	0.63549905838394	0.597453460213993	0.524754319679675	0.515598381241846	0.50658313408175	0.486762423691565	0.558449832539752	0.458679995263795	0.576630262732203	0.582035631970795	0.569578989393914	
Cre04.g222500.t1.1	0.519424354123531	0.443535720859044	0.44866596893431	0.511512592804816			0.524592925618379	0.56773881636187	0.570225026878958	0.444577823872127	0.38149925386188	0.370490353461772	0.427694323056358	0.409692032129204	0.499335675510164	
Cre10.g452800.t1.2	1.7078410473189	1.65745838284193	1.4812300940823	1.68415679672733	1.66979098077636	1.76677185527164	1.74735815255983	1.78910392987297	1.66475023031321	1.37820549278898	1.47442818353278	1.70334194242901	1.61068364781522	1.53633433075837	1.5710933225992	LCIB
Cre11.g467617.t1.1	0.0976022993707541	0.0792651918478236	0.10625948911945	0.0968214081894012	0.073899432923991	0.0861021310302535	0.0951976855766023	0.0668397481758834	0.0923122624075351	0.0677680581769551	0.0473950834954511	0.0733350910047394	0.091243789963519	0.0721419331853134	0.0539071259646353	LCI19
Cre17.g731850.t1.2	0.0156702255241165	0.0160662756370451	0.0138975339365029	0.0206736077648537	0.0175652046318256	0.017039869406874	0.0186711187967917	0.0141319828803025	0.025308052410858	0.019117455231083			0.0417134812866026	0.015492242389065	0.0112917686476985	
Cre09.g386350.t1.1	0.0233076596518055		0.0382972993673026								0.0208993009978739					
Cre05.g244950.t1.2	0.0399454514036422	0.0458054163255592	0.0390237565013016	0.050509785247331	0.0723692269189608	0.0509221892478682	0.0604346850664255	0.0443731759153107	0.0593311473590467	0.0313726650404739	0.0712336278536023	0.0227588128209544	0.0248286227660845	0.0108673434114282	0.01963292342297	
Cre03.g204250.t1.2	6.9360367070812	6.03896386711512	7.25456876452079	7.61788088496232	7.21752154633286	8.10680746550704	6.6956458914324	6.84102497350523	7.37910596575357	7.59403685225993	8.81349253374724	7.90372576553803	7.83670995193659	7.46835571900919	8.26096630423957	SAH1
Cre13.g567950.t1.2	0.393505673211653	0.410242574429096	0.389592505345365	0.465208921942534	0.487143122438149	0.433563272825136	0.398284148705648	0.382142864097511	0.389299854814479	0.427048026477541	0.445148886204014	0.416512493290947	0.42496751261447	0.419176400512352	0.40859195750589	STA1
Cre03.g206929.t1.1	0.0117925663758981	0.0132979680085467	0.0137067905434174	0.00730462684419346	0.0198832643397427	0.0150953646326757	0.015766677517281	0.012792684329115	0.0129331958436687	0.0126412332919458	0.0197238572938052	0.0141135205754524	0.0186310064424518	0.0115726610167384	0.013849381250855	EGY1
Cre16.g687966.t1.1	0.0435364854377479		0.145966764571532													FAP5
Cre10.g462250.t1.2	0.11619519217624	0.0774620870915953	0.069239687633722	0.143534979378798	0.105132052170874	0.0998337326235576	0.101359882762342	0.078484401339985	0.0740710477066129	0.0888402243396653	0.0856606400278414	0.108248066985856	0.0531488875707558	0.0872853068024082	0.0729639761978696	REF1
Cre01.g055453.t1.1	0.137925593614266	0.140016526643249	0.132654518567243	0.148772101588357	0.139292736351103	0.143254820020939	0.132510924603812	0.111799417078599	0.149824357850569	0.146427024391518	0.158456089545207	0.171043890525413	0.138695168730781	0.139755721216817	0.135373941441631	ALS2
Cre12.g533550.t1.1	0.183118522364334	0.174188089772135	0.166611742802449	0.190173572018771	0.174171645725944	0.190899434009248	0.17548747282064	0.175782381506199	0.176244089190755	0.174592802481055	0.169066835279302	0.180805765342515	0.160970672457605	0.166873484927587	0.171841011205284	PYK1
Cre12.g513150.t1.2	0.100519999099409	0.070815952583863	0.0734704345036769	0.0731472411190461	0.0742875238487918	0.0807083563423412	0.0846780703343398	0.0574084272610155	0.0729996554070184	0.0629304527864665	0.0887366411968152	0.093302308433765	0.0652939819729229	0.0720093645692049	0.069284989947822	MIA40
Cre17.g741850.t1.2	0.22574359133212	0.238614627146727	0.228183286003649	0.238133171791947	0.227660753434509	0.257960238153981	0.229636312062976	0.231306898044833	0.242429499987472	0.236827696687502	0.247367918544301	0.235891740663734	0.240441344704754	0.246641240688969	0.252598517530406	HNR1
Cre17.g720050.t1.2	0.61772174416704	0.440474777060648	0.303749966935021	0.483174382096955	0.7487650167874	0.766332400920806	0.295852393636052	0.320537007206247	0.371235045403876	0.363428054191154	0.300260555079389	0.435188767049079	0.528299097384903	0.363755825921992	0.555132215229525	FTSH2
Cre12.g511900.t1.2	0.207380544801705	0.182949202073068	0.17490771675414	0.194897579981998	0.188195828828118	0.153206689728318	0.170538882100528	0.166584836703276	0.216815756830506	0.19849626384523	0.218782494959458	0.199927239611336	0.153413727754488	0.125771579935553	0.119466307944001	RPE1
Cre-1.g2717012.t1.p1	0.101866058769876	0.132388954721084	0.111087063394323	0.119114045125228	0.12911832905286	0.131881147001675	0.11635185980067	0.117757182254354	0.159222239250155	0.150978821469796	0.124927386524033	0.130237724415755	0.13473773529429	0.110138107072689	0.129948509857466	rpl20
Cre05.g240850.t1.2	0.240857784736728	0.174316826824166	0.580997870676655	0.159622434744623	0.496036942526843	0.359243087466594	0.448549621507087	0.161039162630159	0.445715539618109	0.820035835642775	0.250121495487381	0.488124342106463	0.322908750557343	0.185620889092742	0.337884735893391	THIC
Cre12.g503550.t1.2	0.0658454696202848	0.0623563132267634	0.0898944477084368	0.0660182873981867	0.106700877115926	0.135550787423763	0.115736435564982	0.0596645782359798	0.0599321601463516	0.0675615883289879	0.0618964602069775	0.0683624822765322	0.064322356534232	0.0719797585415798	0.0941003330856045	MEC1
Cre12.g529651.t1.1	1.69312101637157	1.78370745228156	1.648132332163	1.74874516375889	1.74361439418745	1.68736487015667	1.76578945504883	1.40476455194682	1.86505717267553	1.87684980961264	1.78355231033181	1.94463220322579	1.85311779076604	1.77198878934564	1.89417611804011	RPL7A
Cre-1.g2717010.t1.p1	0.251718956054668	0.2385979314699	0.257968641355857	0.275009254036319	0.270381910809813	0.260326066048105	0.249934383309468	0.239739156434375	0.282704040800666	0.270641308451308	0.243971895881256	0.274801643777091	0.248546514776894	0.245678101870076	0.238925815932544	rps9
Cre-1.g2717041.t1.p1	7.89916439089404	7.84944320043324	7.86501814644569	9.69054673948999	10.5070823863434	9.86056871662171	8.92926059715238	8.2798776248533	8.19335147508588	9.21500220783723	10.3066498019719	9.03758171359621	9.30629295848657	9.59626455705043	9.69164160679401	atpA
Cre14.g617900.t1.2	1.31120812801455	1.47544022811951	1.52278107110577	1.44098751558887	1.49177673640155	1.29349228400539	1.47360168029753	1.28478120443871	1.47237080362638	1.46053550474107	1.44480169699375	1.3306812306079	1.330732541771	1.30574364790527	1.21992116087379	RPL35
Cre-1.g2717058.t1.p1	0.280801453410444	0.277382987565694	0.273923267048679	0.300811120810085	0.30853575990664	0.316395479022944	0.285424927872662	0.269221323955101	0.293574083200083	0.29442696750999	0.305415757681546	0.348601439351648	0.295001965452946	0.286722817347514	0.275370059979699	rpl14
Cre-1.g2716989.t1.p1	0.602403235304114	0.517647792489469	0.473227833224553	0.646031471919222	0.579702979921106	0.509137299962932	0.547684612834456	0.488435687890087	0.550235725746644	0.49563268138609	0.642236840100561	0.552468691577709	0.681166538047036	0.467540880062456	0.529268999089213	petA
Cre16.g693700.t1.2	0.0180385321119211	0.00887751573039635	0.0152611241763134	0.0130877181050707		0.00712871257647403	0.0103874627612486	0.00246199118803866		0.00615415478177542	0.0139745339859944	0.0191916613691287	0.0201765718586107	0.00595514407280338	0.0172016799530009	UBC9
Cre09.g415950.t1.2	2.36067325549388	2.41329112898187	2.17866393085137	2.36207009360251	2.79370769568743	3.11230635435537	3.29212997462336	3.28720707168303	2.65253452289927	2.33325705240319	1.37130371914749	2.93781861626908	3.37360238650065	3.44936842978685	3.41314154865711	PRPL6
Cre06.g288700.t1.2	0.0494772675775794	0.062373989324075	0.0519340281681832	0.0646651828023165	0.142339077749962	0.170402336256459	0.0708299138014016	0.0705219841522391	0.0746441825269949	0.0622342918166615	0.0717331708513691	0.04810270711836	0.0932228677852918	0.0647195562592116	0.0757885450907503	GYD1
Cre17.g732450.t1.1	0.0132601998613277	0.0146539818596754	0.00948212256665899				0.014545072004259	0.00822761989860758	0.0118128038308626							
Cre13.g587050.t1.2	0.0663265078845828	0.0776472110499475	0.0803048474155565	0.0942321527673906	0.0917634511222815	0.0980859596644613	0.0697487351995155	0.0814442100633557	0.0779583015834869	0.0624756701951306	0.0917275423804134	0.0775642945834113	0.108874549721816	0.0879279326007718	0.0909112572344316	ERF1
Cre05.g233800.t1.2	0.425137285514065	0.284508764988343	0.29808759726491	0.276584888682465	0.343271797828139	0.417502402274414	0.2446963537986	0.253293926978367	0.279288858034523	0.277698335019915	0.31054014158887	0.270809710669123	0.246813063730551	0.27711025047854	0.285628945360252	TSG1
Cre06.g278157.t1.1	0.0484175882613089	0.0480145415823213	0.0478937051926566	0.0522243537979151	0.0469650826368536	0.0507455188480165	0.0457034251202871	0.0451019565709307	0.0456131310407054	0.0492780342070336	0.0526266524369424	0.0537835063826114	0.0439744310076996	0.0469164804738705	0.050587424489239	
Cre01.g027550.t1.1	0.0388288345693872	0.0911076827481807	0.0262976073558072	0.0107722582069298	0.0365005598076057	0.00790155434586019	0.0158447371255458	0.0191217802729457	0.00900950907182599	0.0125366254930762	0.0396466889712065	0.00629254249678171	0.00912107884179887	0.0151608507691263	0.0147131169028741	
Cre03.g203850.t1.2	0.476536027133555	0.53510399613798	0.580895204196714	0.56501505280683	0.606873739974754	0.553319788397103	0.437538290694383	0.442474922996523	0.46143832316794	0.545793305371211	0.461635978671545	0.474404184722017	0.472699076195143	0.440449654656485	0.479782634299039	ATS1
Cre12.g483950.t1.2	0.937026897420893	0.931235382186188	0.997404310692136	0.989198931787094	0.925091717903452	0.894198678847824	0.954063444038947	0.777983587392984	0.879958637020701	0.943177809329401	0.854029587486712	0.920264316259998	0.875960248777121	0.847754695848084	0.936092450256947	MDN4
Cre16.g680000.t1.2	0.279566125894083	0.30619549403614	0.324833995510444	0.314908306823675	0.379722683813521	0.353883650818369	0.267068952421708	0.294443123221679	0.292424749685715	0.258288986125748	0.293156294302044	0.273880539287279	0.330815182925156	0.264427237354926	0.300522208896297	ATP5
Cre06.g272900.t1.2	0.278214831277435	0.237433182924997	0.261703249401494	0.280174835158135	0.287763541779899	0.221798173034524	0.276211062650696	0.186473303593753	0.22662231670818	0.239906504798753	0.256773051014342	0.271935607534763	0.292270862948564	0.254209075984194	0.277274620728811	AOF3
Cre03.g189800.t1.2	0.471682740564307	0.516526308044295	0.784105968726208	0.433021702708542	0.474613997787633	1.08533036003668	1.66807421334642	0.98393526435984	0.446962542517127	0.462269515745788	1.1345564204848	0.42943078412026	0.992746018677934	0.364013902428832	0.402367919149483	CYN38
Cre10.g428750.t1.1	0.249432269607237	0.231910295494355	0.322593759750575	0.292093777950841	0.177405412537892	0.277063853918848	0.258792868721615	0.25048228043703	0.261051051069456	0.248693011397735		0.204014192824669	0.322220348112786	0.00408890986417663	2.35882500267299	
Cre05.g242000.t1.2	0.0832083560454284	0.0705046736695041	0.0926567635055967	0.0562620008965566	0.0576127792062029	0.0408688961259135	0.0957797542965474	0.081053903949236	0.0521030322619636	0.045546610613531	0.0312947098396887	0.050098872193739	0.0587868761701256	0.0502702323340982	0.0667483173277768	CHLD
Cre01.g042750.t1.2	1.9369800101365	2.029729058113	2.47535056582219	1.96575075285723	2.06655153866805	2.13576886169153	1.62546893513707	1.57888583917128	2.0532426331058	2.46026008777146	2.13319369268006	2.04512747770121	2.18791820470234	1.97240461449076	2.08371521716567	ACH1
Cre10.g433600.t1.2	0.28566284189836	0.283085639576603	0.268356846746336	0.314224736967776	0.331416546907023	0.397362268435985	0.308430842539238	0.334335398296553	0.309871096090757	0.308569295139631	0.339453139713736	0.373900877931613	0.342328659552652	0.324456719637985	0.312262402418661	
Cre03.g154350.t1.2	0.196707356536194	0.192820319955646	0.144079380717776	0.148915044378437	0.196865240694765	0.183742864531045	0.163098940167052	0.118522128487344	0.164552392341609	0.164988340523173	0.191346110204762	0.135197217054587	0.174707896379735	0.156497141869743	0.175562238189399	COX2A
Cre13.g577100.t1.2	1.50219007686088	1.65837040236463	1.9231925076618	1.94236337999795	2.03486157841071	2.14656041758144	1.72472186673296	1.89819129689124	2.04376737743277	2.02825666781771	1.82319311656137	1.96213726991961	1.78995682584146	1.59673957629759	1.60521336047967	ACP2
Cre04.g215850.t1.2	0.341749408153123	0.229771367760778	0.344994541227369	0.35808390387	0.19467238867452	0.197893605145423	0.342297398154075	0.187336348243662	0.229157423066059	0.172514703374635	0.159102011980101	0.202744616839199	0.193408039958783	0.422314022969045	0.197616651139461	IPA1
Cre07.g325746.t1.1	0.537618428627548	0.604033224622394	0.596479655074778	0.626599132381169	0.629868607818365	0.681704314772171	0.562075979188703	0.578166975629071	0.609070167905605	0.668939616132108	0.636551645955939	0.640357377601261	0.644398032776792	0.640534426749887	0.635229837357565	RPL38
Cre13.g568650.t1.2	1.09601081436873	1.10777556442646	1.13004231159033	1.16938795101012	1.14393519544215	1.1444836232124	1.08264279744966	1.10488637825898	1.09995493580656	1.15141475199827	1.13184638868524	1.15812536297256	1.18105926676583	1.07636186700715	1.08995980290468	RPS3A
Cre12.g512600.t1.2	1.35048148472829	1.46200751475411	1.18027807873173	1.46261906294143	1.41520566752972	1.17329988074019	1.31366592207564	1.14593238076956	1.28797745016168	1.54520632450708	1.37958698855859	1.35112575168627	1.41054348995668	1.32084954837284	1.19780435225315	RPL18
Cre06.g308450.t1.2	0.013095360364645	0.0167091262883674	0.0168102408011527	0.0145152171446885	0.012063297288881	0.00925817960782714	0.0223520109580492	0.0157327583050349	0.00939560668884235		0.00554543308264845	0.00514717015160351	0.00615293992380577	0.0048041286328218	0.0109248326230657	
Cre10.g420350.t1.2	1.31698360258619	1.39460301127203	1.59882185637317	1.47671836654558	1.59799302918887	1.4205633001756	1.20249221882403	1.14043320133236	1.14878474868349	1.45004895713419	1.61567020074963	1.18053978817221	1.45853231452362	1.31726936095193	1.46603427923591	PSAE
Cre09.g402450.t1.2	0.0470907380423441	0.0335972021077844	0.0432490984704018	0.0499436012942233	0.0388564115110643	0.0517896753246562	0.0690629475850656	0.0339877058314746	0.0269442036688721	0.0236919330256624	0.0227561285346687	0.0531410691126606	0.00379985140431287	0.0251839317563932	0.0347149159055252	
Cre12.g537800.t1.2	1.28136624667022	1.43250084305336	1.49927098238099	1.44578868140503	1.59811061395027	1.3659320822048	1.36052482509837	1.31000816528985	1.32202285683933	1.47809185022973	1.42277442586019	1.37627249352118	1.35203596224285	1.27621311703035	1.41069967981258	RPL7
Cre15.g643550.t1.2	0.306598394721809	0.327527014209012	0.40252693346163	0.295751915171196	0.271310350887944	0.272282947881385	0.229706415596967	0.18068644448648	0.29504982993815	0.363244597404337	0.296861443510992	0.302820213573531	0.249049379624808	0.216724131314898	0.252359163165987	PDX1
Cre13.g603900.t1.2	0.100903737820218	0.118838350676421	0.108491277281836	0.116402779514245	0.110661529742871	0.10094362620325	0.109108990008043	0.105281625767452	0.0981805883420634	0.0894988923502493	0.105940218769125	0.123835967811153	0.0940835822810624	0.116321551121917	0.102322847827687	TSF1
Cre12.g522850.t1.2	0.079814786302022				0.0556167554260073		0.0728044760364946	0.0591556186334225	0.0476266167250305	0.0667877885773584				0.0726437951141838		HEL55
Cre16.g684250.t1.1	0.0915462053696334	0.0910769482333427	0.109353590085028	0.0987207952151826			0.0733698357165585		0.0662302910720425	0.080730386193576		0.0719968416543016	0.102440733750956	0.0761112536650147	0.0836325476069281	
Cre12.g519350.t1.2	0.165040068367745	0.157705914143294	0.173697476837822	0.147162745887022	0.160173279466154	0.159155472484762	0.148324885267479	0.143951975045039	0.152579379610021	0.176873077821476	0.186096516884858	0.127656687723194	0.150103425878991	0.151039723548858	0.143809989495997	PHB2
Cre10.g439850.t1.2	0.153691921825778	0.114583425379255	0.146339702884049	0.147267029486001	0.128929973519472	0.140531619939073	0.15836943693778	0.126364852102303	0.12403145434489	0.12352480198267	0.122916433117439	0.115328843776036	0.142206879256366	0.136590624982587	0.141688017957976	
Cre02.g118500.t1.1	0.118775105439885	0.108007367482359	0.130158651532048	0.134764830267123	0.122705258972568	0.129899073527035	0.119160665196069	0.118140851372174	0.119302515494175	0.108920371920108	0.118771484621229	0.135931240211613	0.1273454425555	0.132142355308839	0.121004770931132	COPB2
Cre12.g509050.t1.1	0.192019677916005	0.163974968650481	0.209726899953632	0.173982125571943	0.162730378434584	0.254004823227709	0.169968360364129	0.163034363102375	0.185440687709914	0.155205382935634	0.192666388320069	0.182596381968816	0.185825253322445	0.166911059014146	0.163275916692325	PSBP3
Cre02.g106600.t1.2	0.903614069873484	0.882379057782445	0.813405215415932	0.622576193487465	0.750719546864976	0.829980590051204	0.895472992551883	0.603098216634552	0.789130370793041	0.719879713878346	0.726375907714871	1.01281104543093	1.32601777037142	1.13934975372095	1.22344183421828	RPS19
