prot_ID	Abund_amolpercell
P23577	1.36687883958488
P23230	0.164965848099202
P36437	0.0193171218081965
Q00471	0.39936451638514
P12154	4.28421211058954
P07891	0.356474001158481
P22666	0.545325494370321
P37255	4.23368967486184
P48268	2.13324120801293
Q08363	0.172501294049731
P09144	1.97513241444783
P00877	11.3285754827661
P26526	8.2798776248533
Q8HTL5	0.81376733811065
P29683	0.0410892553330778
P06541	3.67206684460052
P59777	0.0191937786817899
O63075	0.245915809853459
P06007	4.17684732770012
P10898	4.32225378228771
Q00914	0.880570219380871
P20113	0.0164084398937741
P08739	0.0183646315782985
Cre-1.g000035.t1.p1	0.111145928986788
Cre-1.g2716952.t1.p1	0.0875829423616603
Cre-1.g2716955.t1.p1	0.231951935156267
Cre-1.g2716962.t1.p1	0.0218049664465193
Cre-1.g2716973.t1.p1	0.242001954490514
Cre-1.g2716979.t1.p1	1.25953502578705
Cre-1.g2716987.t1.p1	1.86669052266297
Cre-1.g2716992.t1.p1	0.00527077471706065
Cre-1.g2716993.t1.p1	0.0209587550473004
Cre-1.g2716997.t1.p1	0.478179210141301
Cre-1.g2716998.t1.p1	0.0324697627682431
Cre-1.g2717001.t1.p1	0.0812547902728367
Cre-1.g2717004.t1.p1	0.0374378396126557
Cre-1.g2717005.t1.p1	0.116606323448673
Cre-1.g2717006.t1.p1	0.286470757881679
Cre-1.g2717007.t1.p1	0.317225404182961
Cre-1.g2717008.t1.p1	0.0148202779623697
Cre-1.g2717009.t1.p1	0.0496363830726336
Cre-1.g2717010.t1.p1	0.249934383309468
Cre-1.g2717012.t1.p1	0.117757182254354
Cre-1.g2717015.t1.p1	0.043660299859114
Cre-1.g2717036.t1.p1	0.124551412659744
Cre-1.g2717050.t1.p1	0.010121921950975
Cre-1.g2717054.t1.p1	0.180590037315244
Cre-1.g2717055.t1.p1	0.299616475248024
Cre-1.g2717056.t1.p1	0.156135600100453
Cre-1.g2717057.t1.p1	0.109438000031843
Cre-1.g2717058.t1.p1	0.285424927872662
Cre-1.g2717059.t1.p1	0.288111732366455
Cre-2.g801495.t1.p1	0.0439864666315088
Cre-3.qConc.t1.p1	0.106172714799802
A0A2K3E4N1	0.119144813963237
A0A2K3E4Q3	0.0298610108623087
A0A2K3E4N7	0.170394529018416
