prot_ID	Abund_amolpercell
P23577	0.883941760755533
P23230	1.85295444721562
P36437	0.0460576682020945
Q00471	0.58678675906197
Q00469	0.033037193917752
P12154	1.24278178992407
P07891	0.409894253136505
P22666	2.50742181291975
P37255	1.47705732819916
P48268	0.64509246807403
Q08363	0.34832373790769
P32974	0.433240644776111
P09144	2.47998367342888
P00877	0.86899218146457
P26526	4.02579240483375
Q8HTL5	0.907937555859598
P29683	0.0959908428093309
O63075	0.177056497516135
P06007	0.782487343701422
P10898	1.44310996513535
Q00914	4.78029340619972
P08739	0.269169110420229
Cre-1.g000035.t1.p1	0.110142417482596
Cre-1.g2716952.t1.p1	0.197534378851301
Cre-1.g2716955.t1.p1	0.379887488623136
Cre-1.g2716962.t1.p1	0.0350300140093643
Cre-1.g2716973.t1.p1	0.350982533344478
Cre-1.g2716974.t1.p1	0.159079465228159
Cre-1.g2716979.t1.p1	0.456711788724926
Cre-1.g2716987.t1.p1	0.592732097311999
Cre-1.g2716992.t1.p1	0.0443370593452973
Cre-1.g2716993.t1.p1	0.0703933018501896
Cre-1.g2716997.t1.p1	0.290450141730287
Cre-1.g2716998.t1.p1	0.0437855208013698
Cre-1.g2717001.t1.p1	0.615902211488971
Cre-1.g2717004.t1.p1	0.0570869277138516
Cre-1.g2717005.t1.p1	0.168891387113269
Cre-1.g2717006.t1.p1	0.306053319353921
Cre-1.g2717007.t1.p1	0.552761738276151
Cre-1.g2717008.t1.p1	0.101724239351905
Cre-1.g2717009.t1.p1	0.283205165964822
Cre-1.g2717010.t1.p1	0.442813190318947
Cre-1.g2717012.t1.p1	0.498244711869912
Cre-1.g2717015.t1.p1	0.0946427483733577
Cre-1.g2717031.t1.p1	0.173752915601146
Cre-1.g2717034.t1.p1	1.60099529834227
Cre-1.g2717036.t1.p1	1.11553658461089
Cre-1.g2717049.t1.p1	0.0334661219822467
Cre-1.g2717050.t1.p1	0.0464267458498716
Cre-1.g2717054.t1.p1	0.519671885877298
Cre-1.g2717055.t1.p1	0.297967777978165
Cre-1.g2717056.t1.p1	0.534677346288663
Cre-1.g2717057.t1.p1	0.629959124738097
Cre-1.g2717058.t1.p1	0.536530259022613
Cre-1.g2717059.t1.p1	0.234956113753589
Cre-2.g801495.t1.p1	1.49197354082208
A0A2K3E4N1	0.238367225184914
A8JD41	0.048713874004465
A0A2K3E4Q3	0.145811801129793
A0A2K3E4N7	0.118367665402338
A0A2K3E4Q0	0.0308468144309811
A8JD56	0.440236657338514
A0A2K3E4W7	0.0288569506261868
A8JD64	0.435988657976499
A0A2K3E4R9	0.0481637118870308
A0A2K3E4U8	0.117613257265668
A0A2K3E4Y3	0.0642794192397698
A0A2K3E4T1	0.543203691749885
Q6JX09	0.0185657671306794
A0A2K3E4X3	0.0436638673700699
A8JG07	0.110641306829344
A0A2K3E4X9	0.159144262416069
A8JG05	0.0246153778270692
A0A2K3E4Y0	0.225039785646301
A8JG03	0.425284196298328
A0A2K3E4Y8	0.114169753820336
A8JFZ4	0.262757221125296
A8JFZ2	0.233901905541635
A8JFY9	0.162379344734349
A0A2K3E526	0.0502180693238407
A0A2K3E513	0.132701037614577
A0A2K3E568	0.0290109992224444
A8JCY4	0.188863139942498
A0A2K3E559	0.59071422210372
A0A2K3E5A4	0.126944106414527
A0A2K3E592	0.138292915150417
A0A2K3E565	0.0410309305356397
A8JCW1	0.17706260309513
A0A2K3E5D4	0.0279156466779562
A0A2K3E5A0	0.278031309886653
A0A2K3E5C9	0.0182829325712021
A0A2K3E5A5	0.00496033036188026
Q9FXT7	0.0135781359305759
A8HP72	0.738682261558456
A0A2K3E5D0	0.0420900604505803
A8HP84	1.38982181040763
A8HP90	0.600807257238963
A0A2K3E5J2	0.19527856934765
A0A2K3E5K9	0.040636436480755
A0A2K3E5K0	0.0475450988716273
A0A2K3E5I4	0.134876297056856
A0A2K3E5I9	0.0229214478333061
A0A2K3E5J0	0.00704443313991843
A0A2K3E5K4	0.0278096695300046
A8HPE9	0.104348621459651
A8HPF4	0.541357190041167
A0A2K3E5T6	0.113958598762256
A0A2K3E5M6	0.0675338021534752
A8HPG8	0.11301846497102
A8HPI1	0.194408143180251
A8HPJ2	0.403651414123092
A0A2K3E5R0	0.0312543771520074
A0A2K3E5U6	0.0734194864821454
A0A2K3E5Q8	0.0422081166544515
A0A2K3E5T3	0.0240931403318914
A0A2K3E5V6	0.208806182797623
A0A2K3E5S1	0.222968581708863
A0A2K3E5R9	0.0576070933288451
A0A2K3E5T0	0.0824228144230071
A8HPM8	0.548811920926075
A0A2K3E5T9	0.058186583673601
A8HPN4	0.0701446616101079
A0A2K3E5U2	0.0499728596471048
Q8RVB8	0.226099709970176
A0A2K3E5Y2	0.0277944517285609
A8HPS2	0.307323453070535
A8HPS9	0.0724190324647946
A0A2K3E613	0.103575402827472
A0A2K3E626	0.146694428835815
A8HPU2	0.103262159754079
A8HPU4	0.0188101167334389
A0A2K3E651	0.152274966997535
A0A2K3E650	0.0629442307475247
A0A2K3E625	0.127138863972031
A0A2K3E635	0.0425349818597122
A0A2K3E652	0.0572905233132107
A0A2K3E633	0.0133786237270639
A0A2K3E676	0.00802432395286885
A8HPY0	0.0388766992828073
A8HPY4	0.278650736567448
A0A2K3E673	0.0959224984588676
U3U3P6	1.9128727805362
A0A2K3E6A7	0.0303011057895129
A8HQ14	0.0468362343197257
A8HQ21	0.453691288002178
